I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.004408,-0.005290,-0.002204,0.003527,-0.001322,-0.003086,0.001322,-0.001763,-0.003527,-0.004849,-0.004408,-0.002645
0.014742,0.017691,0.007371,-0.011794,0.004423,0.010320,-0.004423,0.005897,0.011794,0.016216,0.014742,0.008845
0.003929,0.004715,0.001965,-0.003144,0.001179,0.002751,-0.001179,0.001572,0.003144,0.004322,0.003929,0.002358
0.032068,0.038482,0.016034,-0.025655,0.009621,0.022448,-0.009621,0.012827,0.025655,0.035275,0.032068,0.019241
-0.010392,-0.012471,-0.005196,0.008314,-0.003118,-0.007275,0.003118,-0.004157,-0.008314,-0.011432,-0.010392,-0.006235
-0.025149,-0.030179,-0.012574,0.020119,-0.007545,-0.017604,0.007545,-0.010060,-0.020119,-0.027664,-0.025149,-0.015089
0.005504,0.006605,0.002752,-0.004403,0.001651,0.003853,-0.001651,0.002202,0.004403,0.006054,0.005504,0.003302
0.026589,0.031906,0.013294,-0.021271,0.007977,0.018612,-0.007977,0.010635,0.021271,0.029247,0.026589,0.015953
0.047106,0.056527,0.023553,-0.037685,0.014132,0.032974,-0.014132,0.018842,0.037685,0.051817,0.047106,0.028264
0.036640,0.043968,0.018320,-0.029312,0.010992,0.025648,-0.010992,0.014656,0.029312,0.040304,0.036640,0.021984
-0.037800,-0.045360,-0.018900,0.030240,-0.011340,-0.026460,0.011340,-0.015120,-0.030240,-0.041580,-0.037800,-0.022680
0.029962,0.035954,0.014981,-0.023969,0.008988,0.020973,-0.008988,0.011985,0.023969,0.032958,0.029962,0.017977
0.066551,0.079862,0.033276,-0.053241,0.019965,0.046586,-0.019965,0.026621,0.053241,0.073207,0.066551,0.039931
0.029366,0.035240,0.014683,-0.023493,0.008810,0.020557,-0.008810,0.011747,0.023493,0.032303,0.029366,0.017620
0.017462,0.020955,0.008731,-0.013970,0.005239,0.012223,-0.005239,0.006985,0.013970,0.019208,0.017462,0.010477
0.048414,0.058097,0.024207,-0.038732,0.014524,0.033890,-0.014524,0.019366,0.038732,0.053256,0.048414,0.029049
0.031003,0.037204,0.015502,-0.024803,0.009301,0.021702,-0.009301,0.012401,0.024803,0.034104,0.031003,0.018602
0.073005,0.087606,0.036503,-0.058404,0.021902,0.051104,-0.021902,0.029202,0.058404,0.080306,0.073005,0.043803
0.061928,0.074314,0.030964,-0.049543,0.018578,0.043350,-0.018578,0.024771,0.049543,0.068121,0.061928,0.037157
0.113310,0.135973,0.056655,-0.090648,0.033993,0.079317,-0.033993,0.045324,0.090648,0.124642,0.113310,0.067986
0.096360,0.115632,0.048180,-0.077088,0.028908,0.067452,-0.028908,0.038544,0.077088,0.105996,0.096360,0.057816
0.070072,0.084086,0.035036,-0.056058,0.021022,0.049050,-0.021022,0.028029,0.056058,0.077079,0.070072,0.042043
0.120782,0.144939,0.060391,-0.096626,0.036235,0.084548,-0.036235,0.048313,0.096626,0.132860,0.120782,0.072469
0.141873,0.170248,0.070937,-0.113498,0.042562,0.099311,-0.042562,0.056749,0.113498,0.156060,0.141873,0.085124
0.108013,0.129615,0.054006,-0.086410,0.032404,0.075609,-0.032404,0.043205,0.086410,0.118814,0.108013,0.064808
0.123499,0.148198,0.061749,-0.098799,0.037050,0.086449,-0.037050,0.049399,0.098799,0.135849,0.123499,0.074099
0.078048,0.093657,0.039024,-0.062438,0.023414,0.054634,-0.023414,0.031219,0.062438,0.085853,0.078048,0.046829
0.184743,0.221692,0.092372,-0.147795,0.055423,0.129320,-0.055423,0.073897,0.147795,0.203218,0.184743,0.110846
0.149732,0.179678,0.074866,-0.119785,0.044920,0.104812,-0.044920,0.059893,0.119785,0.164705,0.149732,0.089839
0.112486,0.134983,0.056243,-0.089989,0.033746,0.078740,-0.033746,0.044994,0.089989,0.123735,0.112486,0.067492
0.130750,0.156900,0.065375,-0.104600,0.039225,0.091525,-0.039225,0.052300,0.104600,0.143825,0.130750,0.078450
0.183462,0.220155,0.091731,-0.146770,0.055039,0.128424,-0.055039,0.073385,0.146770,0.201809,0.183462,0.110077
0.217833,0.261400,0.108917,-0.174267,0.065350,0.152483,-0.065350,0.087133,0.174267,0.239617,0.217833,0.130700
0.195608,0.234730,0.097804,-0.156487,0.058682,0.136926,-0.058682,0.078243,0.156487,0.215169,0.195608,0.117365
0.214024,0.256829,0.107012,-0.171219,0.064207,0.149817,-0.064207,0.085610,0.171219,0.235426,0.214024,0.128414
0.166705,0.200046,0.083353,-0.133364,0.050012,0.116694,-0.050012,0.066682,0.133364,0.183376,0.166705,0.100023
0.157694,0.189233,0.078847,-0.126155,0.047308,0.110386,-0.047308,0.063078,0.126155,0.173463,0.157694,0.094616
0.221065,0.265278,0.110533,-0.176852,0.066320,0.154746,-0.066320,0.088426,0.176852,0.243172,0.221065,0.132639
0.204317,0.245180,0.102158,-0.163454,0.061295,0.143022,-0.061295,0.081727,0.163454,0.224749,0.204317,0.122590
0.182385,0.218862,0.091192,-0.145908,0.054715,0.127669,-0.054715,0.072954,0.145908,0.200623,0.182385,0.109431
0.214453,0.257343,0.107226,-0.171562,0.064336,0.150117,-0.064336,0.085781,0.171562,0.235898,0.214453,0.128672
0.139411,0.167294,0.069706,-0.111529,0.041823,0.097588,-0.041823,0.055765,0.111529,0.153352,0.139411,0.083647
0.146962,0.176354,0.073481,-0.117570,0.044089,0.102873,-0.044089,0.058785,0.117570,0.161658,0.146962,0.088177
0.182120,0.218544,0.091060,-0.145696,0.054636,0.127484,-0.054636,0.072848,0.145696,0.200332,0.182120,0.109272
0.198888,0.238666,0.099444,-0.159110,0.059666,0.139222,-0.059666,0.079555,0.159110,0.218777,0.198888,0.119333
0.137665,0.165197,0.068832,-0.110132,0.041299,0.096365,-0.041299,0.055066,0.110132,0.151431,0.137665,0.082599
0.183244,0.219892,0.091622,-0.146595,0.054973,0.128271,-0.054973,0.073297,0.146595,0.201568,0.183244,0.109946
0.112502,0.135002,0.056251,-0.090002,0.033751,0.078751,-0.033751,0.045001,0.090002,0.123752,0.112502,0.067501
0.140794,0.168953,0.070397,-0.112635,0.042238,0.098556,-0.042238,0.056318,0.112635,0.154874,0.140794,0.084477
0.128714,0.154457,0.064357,-0.102971,0.038614,0.090100,-0.038614,0.051486,0.102971,0.141586,0.128714,0.077228
0.091801,0.110161,0.045900,-0.073440,0.027540,0.064260,-0.027540,0.036720,0.073440,0.100981,0.091801,0.055080
0.154639,0.185567,0.077320,-0.123711,0.046392,0.108248,-0.046392,0.061856,0.123711,0.170103,0.154639,0.092784
0.183370,0.220044,0.091685,-0.146696,0.055011,0.128359,-0.055011,0.073348,0.146696,0.201707,0.183370,0.110022
0.159300,0.191160,0.079650,-0.127440,0.047790,0.111510,-0.047790,0.063720,0.127440,0.175230,0.159300,0.095580
0.168571,0.202285,0.084285,-0.134857,0.050571,0.118000,-0.050571,0.067428,0.134857,0.185428,0.168571,0.101143
0.216731,0.260077,0.108365,-0.173385,0.065019,0.151712,-0.065019,0.086692,0.173385,0.238404,0.216731,0.130039
0.138009,0.165611,0.069005,-0.110407,0.041403,0.096606,-0.041403,0.055204,0.110407,0.151810,0.138009,0.082805
0.126798,0.152158,0.063399,-0.101439,0.038040,0.088759,-0.038040,0.050719,0.101439,0.139478,0.126798,0.076079
0.143862,0.172635,0.071931,-0.115090,0.043159,0.100704,-0.043159,0.057545,0.115090,0.158248,0.143862,0.086317
0.115250,0.138300,0.057625,-0.092200,0.034575,0.080675,-0.034575,0.046100,0.092200,0.126775,0.115250,0.069150
0.175929,0.211115,0.087965,-0.140743,0.052779,0.123150,-0.052779,0.070372,0.140743,0.193522,0.175929,0.105557
0.127073,0.152487,0.063536,-0.101658,0.038122,0.088951,-0.038122,0.050829,0.101658,0.139780,0.127073,0.076244
0.073199,0.087838,0.036599,-0.058559,0.021960,0.051239,-0.021960,0.029279,0.058559,0.080519,0.073199,0.043919
0.062320,0.074784,0.031160,-0.049856,0.018696,0.043624,-0.018696,0.024928,0.049856,0.068552,0.062320,0.037392
0.149507,0.179409,0.074754,-0.119606,0.044852,0.104655,-0.044852,0.059803,0.119606,0.164458,0.149507,0.089704
0.030288,0.036346,0.015144,-0.024231,0.009086,0.021202,-0.009086,0.012115,0.024231,0.033317,0.030288,0.018173
0.013026,0.015632,0.006513,-0.010421,0.003908,0.009118,-0.003908,0.005211,0.010421,0.014329,0.013026,0.007816
0.034786,0.041743,0.017393,-0.027829,0.010436,0.024350,-0.010436,0.013914,0.027829,0.038265,0.034786,0.020872
0.036910,0.044292,0.018455,-0.029528,0.011073,0.025837,-0.011073,0.014764,0.029528,0.040601,0.036910,0.022146
0.018561,0.022274,0.009281,-0.014849,0.005568,0.012993,-0.005568,0.007425,0.014849,0.020417,0.018561,0.011137
-0.019530,-0.023435,-0.009765,0.015624,-0.005859,-0.013671,0.005859,-0.007812,-0.015624,-0.021483,-0.019530,-0.011718
-0.029968,-0.035961,-0.014984,0.023974,-0.008990,-0.020978,0.008990,-0.011987,-0.023974,-0.032965,-0.029968,-0.017981
0.020584,0.024701,0.010292,-0.016467,0.006175,0.014409,-0.006175,0.008234,0.016467,0.022643,0.020584,0.012351
-0.000773,-0.000927,-0.000386,0.000618,-0.000232,-0.000541,0.000232,-0.000309,-0.000618,-0.000850,-0.000773,-0.000464
-0.050775,-0.060931,-0.025388,0.040620,-0.015233,-0.035543,0.015233,-0.020310,-0.040620,-0.055853,-0.050775,-0.030465
0.029485,0.035382,0.014742,-0.023588,0.008845,0.020639,-0.008845,0.011794,0.023588,0.032433,0.029485,0.017691
0.010228,0.012274,0.005114,-0.008183,0.003069,0.007160,-0.003069,0.004091,0.008183,0.011251,0.010228,0.006137
-0.032373,-0.038848,-0.016187,0.025899,-0.009712,-0.022661,0.009712,-0.012949,-0.025899,-0.035611,-0.032373,-0.019424
-0.050199,-0.060239,-0.025100,0.040159,-0.015060,-0.035139,0.015060,-0.020080,-0.040159,-0.055219,-0.050199,-0.030120
-0.056112,-0.067334,-0.028056,0.044890,-0.016834,-0.039278,0.016834,-0.022445,-0.044890,-0.061723,-0.056112,-0.033667
-0.103567,-0.124280,-0.051783,0.082853,-0.031070,-0.072497,0.031070,-0.041427,-0.082853,-0.113923,-0.103567,-0.062140
-0.137022,-0.164426,-0.068511,0.109617,-0.041107,-0.095915,0.041107,-0.054809,-0.109617,-0.150724,-0.137022,-0.082213
-0.089697,-0.107636,-0.044848,0.071757,-0.026909,-0.062788,0.026909,-0.035879,-0.071757,-0.098666,-0.089697,-0.053818
-0.132944,-0.159533,-0.066472,0.106355,-0.039883,-0.093061,0.039883,-0.053178,-0.106355,-0.146238,-0.132944,-0.079766
-0.056949,-0.068339,-0.028474,0.045559,-0.017085,-0.039864,0.017085,-0.022780,-0.045559,-0.062644,-0.056949,-0.034169
-0.078654,-0.094384,-0.039327,0.062923,-0.023596,-0.055058,0.023596,-0.031461,-0.062923,-0.086519,-0.078654,-0.047192
0.015934,0.019121,0.007967,-0.012747,0.004780,0.011154,-0.004780,0.006374,0.012747,0.017528,0.015934,0.009561
0.112780,0.135335,0.056390,-0.090224,0.033834,0.078946,-0.033834,0.045112,0.090224,0.124057,0.112780,0.067668
0.344249,0.413099,0.172125,-0.275399,0.103275,0.240975,-0.103275,0.137700,0.275399,0.378674,0.344249,0.206550
0.530623,0.636748,0.265312,-0.424499,0.159187,0.371436,-0.159187,0.212249,0.424499,0.583686,0.530623,0.318374
0.868780,1.042536,0.434390,-0.695024,0.260634,0.608146,-0.260634,0.347512,0.695024,0.955658,0.868780,0.521268
1.234469,1.481362,0.617234,-0.987575,0.370341,0.864128,-0.370341,0.493787,0.987575,1.357915,1.234469,0.740681
1.436613,1.723936,0.718307,-1.149291,0.430984,1.005629,-0.430984,0.574645,1.149291,1.580275,1.436613,0.861968
1.452752,1.743303,0.726376,-1.162202,0.435826,1.016927,-0.435826,0.581101,1.162202,1.598028,1.452752,0.871651
1.267002,1.520403,0.633501,-1.013602,0.380101,0.886902,-0.380101,0.506801,1.013602,1.393702,1.267002,0.760201
0.935916,1.123099,0.467958,-0.748733,0.280775,0.655141,-0.280775,0.374366,0.748733,1.029507,0.935916,0.561550
0.616187,0.739425,0.308094,-0.492950,0.184856,0.431331,-0.184856,0.246475,0.492950,0.677806,0.616187,0.369712
0.277119,0.332543,0.138560,-0.221696,0.083136,0.193984,-0.083136,0.110848,0.221696,0.304831,0.277119,0.166272
0.212095,0.254514,0.106048,-0.169676,0.063629,0.148467,-0.063629,0.084838,0.169676,0.233305,0.212095,0.127257
0.104522,0.125427,0.052261,-0.083618,0.031357,0.073166,-0.031357,0.041809,0.083618,0.114974,0.104522,0.062713
-0.006446,-0.007735,-0.003223,0.005156,-0.001934,-0.004512,0.001934,-0.002578,-0.005156,-0.007090,-0.006446,-0.003867
-0.101769,-0.122122,-0.050884,0.081415,-0.030531,-0.071238,0.030531,-0.040707,-0.081415,-0.111945,-0.101769,-0.061061
-0.073754,-0.088505,-0.036877,0.059003,-0.022126,-0.051628,0.022126,-0.029502,-0.059003,-0.081130,-0.073754,-0.044252
-0.120283,-0.144340,-0.060142,0.096227,-0.036085,-0.084198,0.036085,-0.048113,-0.096227,-0.132312,-0.120283,-0.072170
-0.253006,-0.303608,-0.126503,0.202405,-0.075902,-0.177104,0.075902,-0.101203,-0.202405,-0.278307,-0.253006,-0.151804
-0.242287,-0.290744,-0.121143,0.193830,-0.072686,-0.169601,0.072686,-0.096915,-0.193830,-0.266516,-0.242287,-0.145372
-0.293580,-0.352296,-0.146790,0.234864,-0.088074,-0.205506,0.088074,-0.117432,-0.234864,-0.322938,-0.293580,-0.176148
-0.323047,-0.387656,-0.161523,0.258437,-0.096914,-0.226133,0.096914,-0.129219,-0.258437,-0.355351,-0.323047,-0.193828
-0.257331,-0.308797,-0.128665,0.205865,-0.077199,-0.180132,0.077199,-0.102932,-0.205865,-0.283064,-0.257331,-0.154399
-0.195263,-0.234316,-0.097632,0.156210,-0.058579,-0.136684,0.058579,-0.078105,-0.156210,-0.214789,-0.195263,-0.117158
-0.177512,-0.213015,-0.088756,0.142010,-0.053254,-0.124259,0.053254,-0.071005,-0.142010,-0.195264,-0.177512,-0.106507
-0.097353,-0.116823,-0.048676,0.077882,-0.029206,-0.068147,0.029206,-0.038941,-0.077882,-0.107088,-0.097353,-0.058412
-0.078646,-0.094375,-0.039323,0.062916,-0.023594,-0.055052,0.023594,-0.031458,-0.062916,-0.086510,-0.078646,-0.047187
-0.053095,-0.063714,-0.026547,0.042476,-0.015928,-0.037166,0.015928,-0.021238,-0.042476,-0.058404,-0.053095,-0.031857
-0.010555,-0.012666,-0.005278,0.008444,-0.003167,-0.007389,0.003167,-0.004222,-0.008444,-0.011611,-0.010555,-0.006333
0.010854,0.013025,0.005427,-0.008684,0.003256,0.007598,-0.003256,0.004342,0.008684,0.011940,0.010854,0.006513
-0.018237,-0.021884,-0.009118,0.014589,-0.005471,-0.012766,0.005471,-0.007295,-0.014589,-0.020061,-0.018237,-0.010942
-0.066323,-0.079587,-0.033161,0.053058,-0.019897,-0.046426,0.019897,-0.026529,-0.053058,-0.072955,-0.066323,-0.039794
0.018301,0.021961,0.009150,-0.014640,0.005490,0.012810,-0.005490,0.007320,0.014640,0.020131,0.018301,0.010980
-0.046744,-0.056093,-0.023372,0.037395,-0.014023,-0.032721,0.014023,-0.018698,-0.037395,-0.051419,-0.046744,-0.028047
0.005247,0.006296,0.002624,-0.004198,0.001574,0.003673,-0.001574,0.002099,0.004198,0.005772,0.005247,0.003148
0.055490,0.066588,0.027745,-0.044392,0.016647,0.038843,-0.016647,0.022196,0.044392,0.061039,0.055490,0.033294
0.002290,0.002748,0.001145,-0.001832,0.000687,0.001603,-0.000687,0.000916,0.001832,0.002519,0.002290,0.001374
-0.032040,-0.038448,-0.016020,0.025632,-0.009612,-0.022428,0.009612,-0.012816,-0.025632,-0.035244,-0.032040,-0.019224
-0.039104,-0.046924,-0.019552,0.031283,-0.011731,-0.027373,0.011731,-0.015641,-0.031283,-0.043014,-0.039104,-0.023462
0.041191,0.049429,0.020595,-0.032953,0.012357,0.028834,-0.012357,0.016476,0.032953,0.045310,0.041191,0.024714
0.007229,0.008675,0.003615,-0.005783,0.002169,0.005060,-0.002169,0.002892,0.005783,0.007952,0.007229,0.004337
0.025959,0.031151,0.012980,-0.020767,0.007788,0.018171,-0.007788,0.010384,0.020767,0.028555,0.025959,0.015575
0.040011,0.048014,0.020006,-0.032009,0.012003,0.028008,-0.012003,0.016005,0.032009,0.044013,0.040011,0.024007
0.013693,0.016432,0.006847,-0.010955,0.004108,0.009585,-0.004108,0.005477,0.010955,0.015063,0.013693,0.008216
0.009392,0.011270,0.004696,-0.007513,0.002817,0.006574,-0.002817,0.003757,0.007513,0.010331,0.009392,0.005635
-0.005680,-0.006816,-0.002840,0.004544,-0.001704,-0.003976,0.001704,-0.002272,-0.004544,-0.006248,-0.005680,-0.003408
-0.064986,-0.077983,-0.032493,0.051989,-0.019496,-0.045490,0.019496,-0.025994,-0.051989,-0.071485,-0.064986,-0.038992
-0.012597,-0.015116,-0.006298,0.010077,-0.003779,-0.008818,0.003779,-0.005039,-0.010077,-0.013856,-0.012597,-0.007558
0.037052,0.044462,0.018526,-0.029641,0.011116,0.025936,-0.011116,0.014821,0.029641,0.040757,0.037052,0.022231
0.040843,0.049011,0.020421,-0.032674,0.012253,0.028590,-0.012253,0.016337,0.032674,0.044927,0.040843,0.024506
0.065939,0.079126,0.032969,-0.052751,0.019782,0.046157,-0.019782,0.026375,0.052751,0.072533,0.065939,0.039563
0.058517,0.070221,0.029259,-0.046814,0.017555,0.040962,-0.017555,0.023407,0.046814,0.064369,0.058517,0.035110
0.076301,0.091561,0.038151,-0.061041,0.022890,0.053411,-0.022890,0.030520,0.061041,0.083931,0.076301,0.045781
0.105009,0.126010,0.052504,-0.084007,0.031503,0.073506,-0.031503,0.042003,0.084007,0.115509,0.105009,0.063005
0.065237,0.078285,0.032619,-0.052190,0.019571,0.045666,-0.019571,0.026095,0.052190,0.071761,0.065237,0.039142
0.094029,0.112834,0.047014,-0.075223,0.028209,0.065820,-0.028209,0.037611,0.075223,0.103431,0.094029,0.056417
0.065576,0.078692,0.032788,-0.052461,0.019673,0.045903,-0.019673,0.026231,0.052461,0.072134,0.065576,0.039346
0.154253,0.185104,0.077127,-0.123403,0.046276,0.107977,-0.046276,0.061701,0.123403,0.169678,0.154253,0.092552
0.137425,0.164910,0.068713,-0.109940,0.041228,0.096198,-0.041228,0.054970,0.109940,0.151168,0.137425,0.082455
0.161898,0.194278,0.080949,-0.129518,0.048569,0.113329,-0.048569,0.064759,0.129518,0.178088,0.161898,0.097139
0.203916,0.244699,0.101958,-0.163132,0.061175,0.142741,-0.061175,0.081566,0.163132,0.224307,0.203916,0.122349
0.199751,0.239701,0.099875,-0.159801,0.059925,0.139825,-0.059925,0.079900,0.159801,0.219726,0.199751,0.119850
0.174356,0.209228,0.087178,-0.139485,0.052307,0.122049,-0.052307,0.069743,0.139485,0.191792,0.174356,0.104614
0.207444,0.248932,0.103722,-0.165955,0.062233,0.145210,-0.062233,0.082977,0.165955,0.228188,0.207444,0.124466
0.147199,0.176639,0.073599,-0.117759,0.044160,0.103039,-0.044160,0.058880,0.117759,0.161919,0.147199,0.088319
0.208028,0.249634,0.104014,-0.166423,0.062409,0.145620,-0.062409,0.083211,0.166423,0.228831,0.208028,0.124817
0.202442,0.242931,0.101221,-0.161954,0.060733,0.141710,-0.060733,0.080977,0.161954,0.222686,0.202442,0.121465
0.151311,0.181573,0.075656,-0.121049,0.045393,0.105918,-0.045393,0.060524,0.121049,0.166442,0.151311,0.090787
0.239846,0.287815,0.119923,-0.191877,0.071954,0.167892,-0.071954,0.095938,0.191877,0.263831,0.239846,0.143908
0.176764,0.212117,0.088382,-0.141412,0.053029,0.123735,-0.053029,0.070706,0.141412,0.194441,0.176764,0.106059
0.214897,0.257876,0.107448,-0.171918,0.064469,0.150428,-0.064469,0.085959,0.171918,0.236387,0.214897,0.128938
0.176780,0.212136,0.088390,-0.141424,0.053034,0.123746,-0.053034,0.070712,0.141424,0.194458,0.176780,0.106068
0.212791,0.255349,0.106395,-0.170232,0.063837,0.148953,-0.063837,0.085116,0.170232,0.234070,0.212791,0.127674
0.214809,0.257771,0.107404,-0.171847,0.064443,0.150366,-0.064443,0.085924,0.171847,0.236290,0.214809,0.128885
0.142127,0.170552,0.071063,-0.113701,0.042638,0.099489,-0.042638,0.056851,0.113701,0.156339,0.142127,0.085276
0.112177,0.134613,0.056089,-0.089742,0.033653,0.078524,-0.033653,0.044871,0.089742,0.123395,0.112177,0.067306
0.145092,0.174111,0.072546,-0.116074,0.043528,0.101565,-0.043528,0.058037,0.116074,0.159602,0.145092,0.087055
0.165804,0.198965,0.082902,-0.132644,0.049741,0.116063,-0.049741,0.066322,0.132644,0.182385,0.165804,0.099483
0.121383,0.145660,0.060692,-0.097107,0.036415,0.084968,-0.036415,0.048553,0.097107,0.133522,0.121383,0.072830
0.107740,0.129288,0.053870,-0.086192,0.032322,0.075418,-0.032322,0.043096,0.086192,0.118514,0.107740,0.064644
0.136395,0.163674,0.068198,-0.109116,0.040919,0.095477,-0.040919,0.054558,0.109116,0.150035,0.136395,0.081837
0.036941,0.044329,0.018470,-0.029553,0.011082,0.025859,-0.011082,0.014776,0.029553,0.040635,0.036941,0.022165
0.100632,0.120758,0.050316,-0.080506,0.030190,0.070442,-0.030190,0.040253,0.080506,0.110695,0.100632,0.060379
0.082664,0.099197,0.041332,-0.066131,0.024799,0.057865,-0.024799,0.033066,0.066131,0.090930,0.082664,0.049598
0.139206,0.167047,0.069603,-0.111365,0.041762,0.097444,-0.041762,0.055682,0.111365,0.153126,0.139206,0.083523
0.116450,0.139740,0.058225,-0.093160,0.034935,0.081515,-0.034935,0.046580,0.093160,0.128095,0.116450,0.069870
0.114330,0.137195,0.057165,-0.091464,0.034299,0.080031,-0.034299,0.045732,0.091464,0.125762,0.114330,0.068598
0.146301,0.175561,0.073150,-0.117040,0.043890,0.102410,-0.043890,0.058520,0.117040,0.160931,0.146301,0.087780
0.120562,0.144674,0.060281,-0.096449,0.036169,0.084393,-0.036169,0.048225,0.096449,0.132618,0.120562,0.072337
0.169216,0.203059,0.084608,-0.135372,0.050765,0.118451,-0.050765,0.067686,0.135372,0.186137,0.169216,0.101529
0.150394,0.180472,0.075197,-0.120315,0.045118,0.105276,-0.045118,0.060157,0.120315,0.165433,0.150394,0.090236
0.156418,0.187701,0.078209,-0.125134,0.046925,0.109492,-0.046925,0.062567,0.125134,0.172059,0.156418,0.093851
0.138578,0.166293,0.069289,-0.110862,0.041573,0.097004,-0.041573,0.055431,0.110862,0.152436,0.138578,0.083147
0.175661,0.210793,0.087830,-0.140528,0.052698,0.122962,-0.052698,0.070264,0.140528,0.193227,0.175661,0.105396
0.129894,0.155873,0.064947,-0.103916,0.038968,0.090926,-0.038968,0.051958,0.103916,0.142884,0.129894,0.077937
0.131553,0.157864,0.065777,-0.105243,0.039466,0.092087,-0.039466,0.052621,0.105243,0.144709,0.131553,0.078932
0.111911,0.134293,0.055955,-0.089529,0.033573,0.078337,-0.033573,0.044764,0.089529,0.123102,0.111911,0.067146
0.055272,0.066326,0.027636,-0.044218,0.016582,0.038690,-0.016582,0.022109,0.044218,0.060799,0.055272,0.033163
0.079735,0.095682,0.039868,-0.063788,0.023921,0.055815,-0.023921,0.031894,0.063788,0.087709,0.079735,0.047841
0.058240,0.069888,0.029120,-0.046592,0.017472,0.040768,-0.017472,0.023296,0.046592,0.064064,0.058240,0.034944
0.044649,0.053579,0.022324,-0.035719,0.013395,0.031254,-0.013395,0.017860,0.035719,0.049114,0.044649,0.026789
